NODE UX UY UZ USUM
14041 0.68044E-001 2.0963 0.97147E-001 2.0996
14042 0.68941E-001 2.1164 0.98757E-001 2.1198
14043 0.69841E-001 2.1367 0.10038 2.1402
14044 0.70740E-001 2.1570 0.10200 2.1605
14045 0.71641E-001 2.1773 0.10364 2.1810
14046 0.66824E-001 2.0238 0.84120E-001 2.0267
14047 0.66488E-001 2.0280 0.86254E-001 2.0309
14048 0.66002E-001 2.0320 0.89049E-001 2.0350
14049 0.67717E-001 2.0437 0.85613E-001 2.0466
14050 0.67385E-001 2.0478 0.87773E-001 2.0508
14051 0.66896E-001 2.0519 0.90594E-001 2.0550
14052 0.68613E-001 2.0636 0.87115E-001 2.0666
14053 0.68287E-001 2.0678 0.89293E-001 2.0708
14054 0.67798E-001 2.0718 0.92148E-001 2.0750
14055 0.69515E-001 2.0837 0.88629E-001 2.0867
14056 0.69190E-001 2.0878 0.90827E-001 2.0909
14057 0.68699E-001 2.0919 0.93712E-001 2.0951
14058 0.70421E-001 2.1038 0.90154E-001 2.1069
14059 0.70094E-001 2.1079 0.92373E-001 2.1111
14060 0.69601E-001 2.1120 0.95287E-001 2.1153
14061 0.71328E-001 2.1240 0.91690E-001 2.1272
14062 0.70999E-001 2.1281 0.93930E-001 2.1314
14063 0.70505E-001 2.1322 0.96872E-001 2.1356
14064 0.72234E-001 2.1443 0.93235E-001 2.1475
14065 0.71905E-001 2.1484 0.95497E-001 2.1517
14066 0.71410E-001 2.1525 0.98465E-001 2.1559
14067 0.73139E-001 2.1647 0.94788E-001 2.1680
14068 0.72806E-001 2.1688 0.97070E-001 2.1721
14069 0.72307E-001 2.1729 0.10007 2.1764
14070 0.70008E-001 2.2108 0.11672 2.2150
14071 0.71353E-001 2.2042 0.11074 2.2081
14072 0.62821E-001 2.0490 0.10390 2.0526
14073 0.63692E-001 2.0689 0.10547 2.0726
14074 0.64567E-001 2.0889 0.10705 2.0927
14075 0.65445E-001 2.1091 0.10863 2.1129
14076 0.66333E-001 2.1293 0.11022 2.1332
14077 0.67240E-001 2.1496 0.11183 2.1536
14078 0.68164E-001 2.1700 0.11344 2.1740
14079 0.69100E-001 2.1904 0.11507 2.1945
14080 0.69669E-001 2.1554 0.10523 2.1591
14081 0.64616E-001 2.0403 0.95924E-001 2.0436
14082 0.63763E-001 2.0447 0.99770E-001 2.0481
14083 0.64629E-001 2.0646 0.10136 2.0681
14084 0.65509E-001 2.0845 0.10294 2.0881
14085 0.66395E-001 2.1047 0.10452 2.1083
14086 0.67269E-001 2.1245 0.10610 2.1282
14087 0.68134E-001 2.1444 0.10776 2.1482
14088 0.69165E-001 2.1654 0.10915 2.1692
14089 0.68170E-001 2.1203 0.10222 2.1239
14090 0.67270E-001 2.1002 0.10063 2.1037
14091 0.66377E-001 2.0801 0.99049E-001 2.0835
14092 0.68993E-001 2.1393 0.10379 2.1429
14093 0.65491E-001 2.0601 0.97477E-001 2.0634
14094 0.70414E-001 2.1823 0.10889 2.1862
14095 0.66928E-001 2.2274 0.12956 2.2322
14096 0.68575E-001 2.2179 0.12304 2.2224
14097 0.59906E-001 2.0617 0.11669 2.0659
14098 0.60767E-001 2.0817 0.11824 2.0859
14099 0.61624E-001 2.1017 0.11980 2.1060
14100 0.62473E-001 2.1220 0.12137 2.1264
14101 0.63311E-001 2.1424 0.12295 2.1469
14102 0.64123E-001 2.1631 0.12455 2.1677
14103 0.64900E-001 2.1843 0.12619 2.1889
14104 0.65829E-001 2.2062 0.12781 2.2109
14105 0.68237E-001 2.1939 0.11859 2.1982
14106 0.61841E-001 2.0533 0.10817 2.0570
14107 0.60856E-001 2.0576 0.11248 2.0615
14108 0.62699E-001 2.0732 0.10976 2.0771
14109 0.63579E-001 2.0931 0.11126 2.0970
14110 0.64450E-001 2.1133 0.11285 2.1173
14111 0.65285E-001 2.1338 0.11461 2.1379
14112 0.66226E-001 2.1554 0.11629 2.1595
14113 0.67105E-001 2.1748 0.11788 2.1790
14114 0.66537E-001 2.1896 0.12281 2.1941
14115 0.61718E-001 2.0772 0.11398 2.0813
14116 0.62590E-001 2.0972 0.11551 2.1014
14117 0.63443E-001 2.1175 0.11712 2.1217
14118 0.64324E-001 2.1386 0.11879 2.1429
14119 0.65231E-001 2.1613 0.12060 2.1656
14120 0.73959E-001 2.4116 0.14757 2.4172
14121 0.64917E-001 2.2591 0.13544 2.2641
14122 0.67698E-001 2.2681 0.13609 2.2732
14123 0.68536E-001 2.2885 0.13774 2.2937
14124 0.69428E-001 2.3089 0.13937 2.3141
14125 0.70383E-001 2.3289 0.14097 2.3343
14126 0.71298E-001 2.3494 0.14261 2.3548
14127 0.72192E-001 2.3700 0.14425 2.3755
14128 0.73079E-001 2.3907 0.14591 2.3963
14129 0.74250E-001 2.4082 0.14583 2.4137
14130 0.66444E-001 2.2463 0.13287 2.2512
14131 0.67813E-001 2.2653 0.13447 2.2703
14132 0.68800E-001 2.2850 0.13603 2.2901
14133 0.69747E-001 2.3051 0.13763 2.3103
14134 0.70676E-001 2.3255 0.13925 2.3307
14135 0.71584E-001 2.3460 0.14089 2.3513
14136 0.72479E-001 2.3666 0.14253 2.3720
14137 0.73367E-001 2.3874 0.14418 2.3928
14138 0.73259E-001 2.3962 0.14632 2.4017
14139 0.73977E-001 2.4021 0.14534 2.4077
14140 0.65680E-001 2.2290 0.13332 2.2340
14141 0.66687E-001 2.2501 0.13495 2.2551
14142 0.67705E-001 2.2711 0.13658 2.2762
14143 0.68688E-001 2.2921 0.13821 2.2972
14144 0.69632E-001 2.3129 0.13983 2.3181
14145 0.70554E-001 2.3337 0.14145 2.3390
14146 0.71463E-001 2.3545 0.14307 2.3599
14147 0.72364E-001 2.3753 0.14470 2.3808
14148 0.66300E-001 2.2360 0.13216 2.2408
14149 0.67412E-001 2.2570 0.13381 2.2619
14150 0.68478E-001 2.2777 0.13548 2.2828
14151 0.69447E-001 2.2984 0.13711 2.3035
14152 0.70383E-001 2.3191 0.13875 2.3243
14153 0.71297E-001 2.3398 0.14039 2.3451
14154 0.72198E-001 2.3605 0.14204 2.3659
14155 0.73090E-001 2.3813 0.14369 2.3867
14156 0.71302E-001 2.3843 0.15011 2.3901
14157 0.72322E-001 2.3902 0.14806 2.3959
14158 0.63963E-001 2.2185 0.13770 2.2237
14159 0.64872E-001 2.2390 0.13925 2.2443
14160 0.65788E-001 2.2596 0.14079 2.2649
14161 0.66708E-001 2.2803 0.14234 2.2857
14162 0.67629E-001 2.3010 0.14389 2.3065
14163 0.68550E-001 2.3217 0.14544 2.3273
14164 0.69468E-001 2.3426 0.14700 2.3482
14165 0.70382E-001 2.3634 0.14855 2.3691
14166 0.64925E-001 2.2237 0.13535 2.2288
14167 0.65861E-001 2.2445 0.13694 2.2496
14168 0.66806E-001 2.2653 0.13852 2.2705
14169 0.67746E-001 2.2861 0.14011 2.2914
14170 0.68675E-001 2.3069 0.14170 2.3123
14171 0.69595E-001 2.3277 0.14329 2.3331
14172 0.70508E-001 2.3485 0.14488 2.3540
14173 0.71417E-001 2.3693 0.14647 2.3749
14174 0.68870E-001 2.3673 0.15523 2.3733
14175 0.70543E-001 2.3797 0.15184 2.3856
14176 0.69893E-001 2.3756 0.15344 2.3816
14177 0.69325E-001 2.3716 0.15467 2.3777
14178 0.61472E-001 2.2015 0.14292 2.2070
14179 0.62392E-001 2.2220 0.14446 2.2276
14180 0.63315E-001 2.2426 0.14599 2.2482
14181 0.64241E-001 2.2632 0.14753 2.2690
14182 0.65169E-001 2.2839 0.14906 2.2897
14183 0.66097E-001 2.3047 0.15060 2.3106
14184 0.67024E-001 2.3255 0.15214 2.3314
14185 0.67949E-001 2.3463 0.15368 2.3524
14186 0.63222E-001 2.2141 0.13946 2.2194
14187 0.62551E-001 2.2101 0.14107 2.2154
14188 0.61945E-001 2.2059 0.14232 2.2114
14189 0.64130E-001 2.2346 0.14100 2.2400
14190 0.63463E-001 2.2306 0.14261 2.2360
14191 0.62860E-001 2.2264 0.14386 2.2320
14192 0.65040E-001 2.2552 0.14254 2.2606
14193 0.64375E-001 2.2511 0.14415 2.2566
14194 0.63781E-001 2.2470 0.14540 2.2526
14195 0.65955E-001 2.2758 0.14409 2.2813
14196 0.65293E-001 2.2717 0.14569 2.2773
14197 0.64705E-001 2.2676 0.14694 2.2733
14198 0.66872E-001 2.2965 0.14564 2.3020
14199 0.66213E-001 2.2924 0.14724 2.2980
14200 0.65631E-001 2.2883 0.14848 2.2940
14201 0.67788E-001 2.3172 0.14718 2.3228
14202 0.67131E-001 2.3131 0.14878 2.3188
14203 0.66556E-001 2.3090 0.15002 2.3149
14204 0.68700E-001 2.3380 0.14873 2.3437
14205 0.68045E-001 2.3338 0.15032 2.3396
14206 0.67481E-001 2.3298 0.15157 2.3357
14207 0.69611E-001 2.3588 0.15028 2.3646
14208 0.68959E-001 2.3546 0.15187 2.3605
14209 0.68403E-001 2.3506 0.15311 2.3566
14210 0.70058E-001 2.3481 0.14423 2.3536
14211 0.68774E-001 2.3628 0.15471 2.3688
14212 0.68843E-001 2.3589 0.15345 2.3649
14213 0.69032E-001 2.3554 0.15147 2.3612
14214 0.69378E-001 2.3518 0.14862 2.3575
14215 0.62481E-001 2.1832 0.13201 2.1880
14216 0.63443E-001 2.2034 0.13350 2.2084
14217 0.64400E-001 2.2238 0.13499 2.2288
14218 0.65358E-001 2.2442 0.13651 2.2493
14219 0.66308E-001 2.2648 0.13803 2.2699
14220 0.67256E-001 2.2854 0.13957 2.2907
14221 0.68195E-001 2.3062 0.14111 2.3115
14222 0.69131E-001 2.3271 0.14266 2.3325
14223 0.61353E-001 2.1970 0.14246 2.2024
14224 0.61396E-001 2.1932 0.14127 2.1986
14225 0.61558E-001 2.1898 0.13933 2.1951
14226 0.61862E-001 2.1865 0.13649 2.1917
14227 0.62276E-001 2.2175 0.14398 2.2230
14228 0.62323E-001 2.2137 0.14278 2.2192
14229 0.62488E-001 2.2103 0.14083 2.2156
14230 0.62802E-001 2.2069 0.13797 2.2121
14231 0.63203E-001 2.2381 0.14551 2.2437
14232 0.63252E-001 2.2343 0.14429 2.2398
14233 0.63423E-001 2.2308 0.14233 2.2362
14234 0.63746E-001 2.2274 0.13947 2.2326
14235 0.64132E-001 2.2587 0.14703 2.2644
14236 0.64184E-001 2.2549 0.14581 2.2605
14237 0.64358E-001 2.2514 0.14384 2.2569
14238 0.64689E-001 2.2479 0.14097 2.2532
14239 0.65062E-001 2.2794 0.14857 2.2852
14240 0.65116E-001 2.2756 0.14733 2.2813
14241 0.65294E-001 2.2720 0.14535 2.2776
14242 0.65631E-001 2.2685 0.14248 2.2739
14243 0.65991E-001 2.3002 0.15010 2.3060
14244 0.66049E-001 2.2963 0.14885 2.3021
14245 0.66230E-001 2.2927 0.14687 2.2984
14246 0.66571E-001 2.2891 0.14401 2.2946
14247 0.66920E-001 2.3210 0.15163 2.3269
14248 0.66981E-001 2.3171 0.15038 2.3230
14249 0.67165E-001 2.3135 0.14840 2.3192
14250 0.67510E-001 2.3099 0.14554 2.3155
14251 0.67848E-001 2.3419 0.15317 2.3479
14252 0.67912E-001 2.3380 0.15191 2.3439
14253 0.68099E-001 2.3344 0.14993 2.3402
14254 0.68445E-001 2.3308 0.14708 2.3365
14255 0.73283E-001 2.3436 0.13507 2.3487
14256 0.65979E-001 2.1783 0.12294 2.1828
14257 0.66876E-001 2.1987 0.12443 2.2032
14258 0.67775E-001 2.2191 0.12593 2.2237
14259 0.68678E-001 2.2396 0.12744 2.2443
14260 0.69587E-001 2.2602 0.12895 2.2650
14261 0.70501E-001 2.2809 0.13047 2.2857
14262 0.71422E-001 2.3017 0.13200 2.3066
14263 0.72348E-001 2.3226 0.13353 2.3276
14264 0.77877E-001 2.3481 0.12431 2.3527
14265 0.70948E-001 2.1830 0.11225 2.1871
14266 0.71759E-001 2.2033 0.11376 2.2074
14267 0.72577E-001 2.2237 0.11525 2.2278
14268 0.73408E-001 2.2441 0.11675 2.2484
14269 0.74260E-001 2.2647 0.11825 2.2690
14270 0.75130E-001 2.2854 0.11975 2.2897
14271 0.76023E-001 2.3061 0.12126 2.3106
14272 0.76937E-001 2.3271 0.12278 2.3316
14273 0.82147E-001 2.3671 0.10967 2.3710
14274 0.79509E-001 2.3518 0.11784 2.3560
14275 0.80561E-001 2.3553 0.11362 2.3594
14276 0.81288E-001 2.3588 0.11095 2.3628
14277 0.81816E-001 2.3626 0.10961 2.3665
14278 0.75048E-001 2.2012 0.96566E-001 2.2046
14279 0.75931E-001 2.2217 0.98176E-001 2.2252
14280 0.76815E-001 2.2423 0.99797E-001 2.2459
14281 0.77697E-001 2.2630 0.10143 2.2666
14282 0.78580E-001 2.2837 0.10306 2.2874
14283 0.79465E-001 2.3044 0.10470 2.3082
14284 0.80354E-001 2.3253 0.10635 2.3291
14285 0.81246E-001 2.3461 0.10801 2.3500
14286 0.72436E-001 2.1863 0.10541 2.1900
14287 0.73421E-001 2.1895 0.10093 2.1931
14288 0.74140E-001 2.1928 0.98071E-001 2.1963
14289 0.74689E-001 2.1966 0.96600E-001 2.2000
14290 0.73300E-001 2.2067 0.10696 2.2105
14291 0.74305E-001 2.2100 0.10251 2.2136
14292 0.75029E-001 2.2134 0.99662E-001 2.2169
14293 0.75577E-001 2.2172 0.98203E-001 2.2206
14294 0.74159E-001 2.2272 0.10851 2.2310
14295 0.75186E-001 2.2306 0.10408 2.2343
14296 0.75917E-001 2.2340 0.10126 2.2376
14297 0.76464E-001 2.2378 0.99814E-001 2.2413
14298 0.75023E-001 2.2477 0.11005 2.2516
14299 0.76068E-001 2.2512 0.10566 2.2549
14300 0.76805E-001 2.2546 0.10286 2.2583
14301 0.77350E-001 2.2584 0.10143 2.2620
14302 0.75895E-001 2.2683 0.11160 2.2723
14303 0.76954E-001 2.2719 0.10724 2.2757
14304 0.77694E-001 2.2754 0.10447 2.2791
14305 0.78237E-001 2.2792 0.10306 2.2828
14306 0.76778E-001 2.2890 0.11315 2.2931
14307 0.77844E-001 2.2926 0.10883 2.2965
14308 0.78586E-001 2.2961 0.10608 2.2999
14309 0.79127E-001 2.2999 0.10469 2.3037
14310 0.77674E-001 2.3098 0.11470 2.3140
14311 0.78742E-001 2.3134 0.11042 2.3174
14312 0.79482E-001 2.3170 0.10770 2.3208
14313 0.80019E-001 2.3208 0.10632 2.3246
14314 0.78584E-001 2.3307 0.11627 2.3350
14315 0.79647E-001 2.3343 0.11202 2.3384
14316 0.80383E-001 2.3379 0.10932 2.3418
14317 0.80915E-001 2.3417 0.10797 2.3455
14318 0.80327E-001 2.3842 0.12079 2.3886
14319 0.81999E-001 2.3715 0.11120 2.3755
14320 0.81609E-001 2.3756 0.11370 2.3797
14321 0.81063E-001 2.3797 0.11693 2.3839
14322 0.73391E-001 2.2183 0.10698 2.2221
14323 0.74256E-001 2.2388 0.10867 2.2427
14324 0.75113E-001 2.2594 0.11038 2.2633
14325 0.75971E-001 2.2801 0.11210 2.2841
14326 0.76831E-001 2.3008 0.11382 2.3049
14327 0.77697E-001 2.3216 0.11555 2.3257
14328 0.78569E-001 2.3424 0.11729 2.3466
14329 0.79449E-001 2.3633 0.11904 2.3676
14330 0.74930E-001 2.2057 0.97987E-001 2.2092
14331 0.74560E-001 2.2099 0.10032 2.2134
14332 0.74049E-001 2.2139 0.10336 2.2175
14333 0.75811E-001 2.2262 0.99608E-001 2.2297
14334 0.75446E-001 2.2303 0.10197 2.2339
14335 0.74931E-001 2.2344 0.10503 2.2381
14336 0.76688E-001 2.2467 0.10124 2.2503
14337 0.76328E-001 2.2509 0.10361 2.2545
14338 0.75809E-001 2.2549 0.10670 2.2587
14339 0.77566E-001 2.2674 0.10288 2.2710
14340 0.77206E-001 2.2715 0.10527 2.2752
14341 0.76681E-001 2.2756 0.10839 2.2794
14342 0.78445E-001 2.2881 0.10453 2.2918
14343 0.78082E-001 2.2921 0.10694 2.2960
14344 0.77553E-001 2.2963 0.11008 2.3002
14345 0.79326E-001 2.3088 0.10618 2.3126
14346 0.78962E-001 2.3129 0.10862 2.3168
14347 0.78429E-001 2.3170 0.11178 2.3210
14348 0.80211E-001 2.3296 0.10785 2.3335
14349 0.79847E-001 2.3337 0.11030 2.3376
14350 0.79311E-001 2.3378 0.11349 2.3419
14351 0.81101E-001 2.3505 0.10952 2.3544
14352 0.80734E-001 2.3545 0.11199 2.3586
14353 0.80193E-001 2.3587 0.11521 2.3628
14354 0.77748E-001 2.3961 0.13186 2.4010
14355 0.79117E-001 2.3902 0.12609 2.3948
14356 0.70861E-001 2.2312 0.11841 2.2355
14357 0.71683E-001 2.2516 0.12009 2.2560
14358 0.72509E-001 2.2721 0.12176 2.2765
14359 0.73359E-001 2.2925 0.12342 2.2970
14360 0.74229E-001 2.3131 0.12509 2.3177
14361 0.75105E-001 2.3337 0.12677 2.3384
14362 0.75983E-001 2.3545 0.12846 2.3592
14363 0.76864E-001 2.3753 0.13015 2.3801
14364 0.72215E-001 2.2246 0.11244 2.2287
14365 0.73064E-001 2.2451 0.11413 2.2492
14366 0.73908E-001 2.2657 0.11583 2.2698
14367 0.74757E-001 2.2863 0.11752 2.2905
14368 0.75616E-001 2.3069 0.11922 2.3112
14369 0.76483E-001 2.3276 0.12093 2.3320
14370 0.77356E-001 2.3484 0.12264 2.3529
14371 0.78235E-001 2.3693 0.12436 2.3738
14372 0.74854E-001 2.4082 0.14390 2.4136
14373 0.76298E-001 2.4022 0.13788 2.4073
14374 0.67628E-001 2.2469 0.13123 2.2517
14375 0.68411E-001 2.2657 0.13264 2.2706
14376 0.69406E-001 2.2852 0.13418 2.2902
14377 0.70358E-001 2.3053 0.13576 2.3103
14378 0.71276E-001 2.3255 0.13736 2.3307
14379 0.72181E-001 2.3460 0.13898 2.3512
14380 0.73077E-001 2.3666 0.14061 2.3719
14381 0.73968E-001 2.3874 0.14225 2.3927
14382 0.69374E-001 2.2383 0.12474 2.2428
14383 0.70135E-001 2.2585 0.12639 2.2631
14384 0.70965E-001 2.2786 0.12798 2.2833
14385 0.71857E-001 2.2989 0.12959 2.3037
14386 0.72750E-001 2.3193 0.13123 2.3242
14387 0.73640E-001 2.3399 0.13287 2.3448
14388 0.74527E-001 2.3606 0.13453 2.3656
14389 0.75412E-001 2.3813 0.13620 2.3864
14390 0.76874E-001 2.5816 0.16149 2.5878
14391 0.74842E-001 2.4330 0.14930 2.4387
14392 0.75711E-001 2.4545 0.15105 2.4603
14393 0.76544E-001 2.4764 0.15282 2.4823
14394 0.77421E-001 2.4980 0.15457 2.5040
14395 0.78374E-001 2.5194 0.15630 2.5255
14396 0.77667E-001 2.5502 0.15886 2.5563
14397 0.79494E-001 2.5612 0.15821 2.5674
14398 0.75137E-001 2.4296 0.14756 2.4352
14399 0.76014E-001 2.4510 0.14929 2.4567
14400 0.76873E-001 2.4726 0.15103 2.4784
14401 0.77717E-001 2.4944 0.15279 2.5003
14402 0.78525E-001 2.5165 0.15457 2.5225
14403 0.78970E-001 2.5392 0.15649 2.5452
14404 0.79181E-001 2.5450 0.15801 2.5511
14405 0.79625E-001 2.5512 0.15725 2.5573
14406 0.74160E-001 2.4175 0.14801 2.4232
14407 0.75050E-001 2.4390 0.14971 2.4447
14408 0.75924E-001 2.4604 0.15140 2.4662
14409 0.76763E-001 2.4817 0.15308 2.4876
14410 0.77560E-001 2.5029 0.15474 2.5089
14411 0.78355E-001 2.5239 0.15637 2.5300
14412 0.74868E-001 2.4235 0.14705 2.4291
14413 0.75749E-001 2.4449 0.14877 2.4506
14414 0.76614E-001 2.4664 0.15050 2.4722
14415 0.77453E-001 2.4879 0.15222 2.4938
14416 0.78196E-001 2.5093 0.15397 2.5152
14417 0.78865E-001 2.5304 0.15564 2.5364
14418 0.77771E-001 2.5356 0.16143 2.5419
14419 0.78587E-001 2.5403 0.15958 2.5465
14420 0.72230E-001 2.4058 0.15173 2.4117
14421 0.73150E-001 2.4273 0.15334 2.4333
14422 0.74069E-001 2.4489 0.15496 2.4549
14423 0.74987E-001 2.4705 0.15657 2.4766
14424 0.75908E-001 2.4921 0.15819 2.4983
14425 0.76833E-001 2.5138 0.15981 2.5201
14426 0.73237E-001 2.4116 0.14971 2.4174
14427 0.74144E-001 2.4331 0.15137 2.4389
14428 0.75041E-001 2.4546 0.15302 2.4605
14429 0.75928E-001 2.4760 0.15467 2.4820
14430 0.76806E-001 2.4974 0.15630 2.5035
14431 0.77691E-001 2.5188 0.15793 2.5250
14432 0.75384E-001 2.5182 0.16653 2.5249
14433 0.77031E-001 2.5309 0.16316 2.5373
14434 0.76404E-001 2.5268 0.16478 2.5333
14435 0.75839E-001 2.5228 0.16603 2.5294
14436 0.69803E-001 2.3887 0.15684 2.3949
14437 0.70732E-001 2.4102 0.15846 2.4164
14438 0.71659E-001 2.4317 0.16008 2.4380
14439 0.72587E-001 2.4533 0.16169 2.4597
14440 0.73515E-001 2.4749 0.16331 2.4814
14441 0.74447E-001 2.4966 0.16492 2.5031
14442 0.71484E-001 2.4013 0.15346 2.4072
14443 0.70840E-001 2.3972 0.15506 2.4033
14444 0.70259E-001 2.3931 0.15629 2.3993
14445 0.72404E-001 2.4227 0.15507 2.4288
14446 0.71763E-001 2.4187 0.15667 2.4248
14447 0.71187E-001 2.4146 0.15791 2.4208
14448 0.73321E-001 2.4443 0.15669 2.4504
14449 0.72683E-001 2.4402 0.15829 2.4464
14450 0.72114E-001 2.4362 0.15953 2.4424
14451 0.74239E-001 2.4658 0.15830 2.4720
14452 0.73604E-001 2.4618 0.15991 2.4681
14453 0.73040E-001 2.4577 0.16115 2.4641
14454 0.75159E-001 2.4875 0.15992 2.4937
14455 0.74525E-001 2.4834 0.16153 2.4897
14456 0.73968E-001 2.4793 0.16277 2.4858
14457 0.76085E-001 2.5091 0.16154 2.5155
14458 0.75453E-001 2.5050 0.16315 2.5115
14459 0.74899E-001 2.5010 0.16439 2.5075
14460 0.76442E-001 2.5020 0.15590 2.5080
14461 0.75350E-001 2.5131 0.16575 2.5197
14462 0.75498E-001 2.5093 0.16390 2.5157
14463 0.75787E-001 2.5058 0.16091 2.5121
14464 0.70987E-001 2.3698 0.14589 2.3753
14465 0.71909E-001 2.3916 0.14757 2.3972
14466 0.72825E-001 2.4135 0.14924 2.4192
14467 0.73732E-001 2.4355 0.15092 2.4413
14468 0.74634E-001 2.4576 0.15260 2.4635
14469 0.75533E-001 2.4798 0.15427 2.4858
14470 0.70307E-001 2.3729 0.15015 2.3787
14471 0.69963E-001 2.3764 0.15300 2.3823
14472 0.69716E-001 2.3843 0.15631 2.3904
14473 0.69779E-001 2.3801 0.15500 2.3862
14474 0.74867E-001 2.4833 0.15922 2.4895
14475 0.74556E-001 2.4868 0.16221 2.4932
14476 0.74392E-001 2.4907 0.16406 2.4972
14477 0.73446E-001 2.4689 0.16243 2.4753
14478 0.72508E-001 2.4471 0.16080 2.4534
14479 0.71600E-001 2.4264 0.15931 2.4327
14480 0.70690E-001 2.4060 0.15784 2.4122
14481 0.71243E-001 2.3953 0.15202 2.4012
14482 0.73940E-001 2.4611 0.15754 2.4672
14483 0.73010E-001 2.4389 0.15583 2.4449
14484 0.72120E-001 2.4173 0.15405 2.4233
14485 0.70664E-001 2.4000 0.15641 2.4061
14486 0.70830E-001 2.3958 0.15435 2.4018
14487 0.71683E-001 2.4195 0.15706 2.4257
14488 0.72653E-001 2.4422 0.15881 2.4484
14489 0.73606E-001 2.4644 0.16050 2.4708
14490 0.80026E-001 2.4969 0.14668 2.5025
14491 0.74229E-001 2.3653 0.13670 2.3704
14492 0.75186E-001 2.3870 0.13835 2.3922
14493 0.76148E-001 2.4088 0.14001 2.4140
14494 0.77113E-001 2.4307 0.14167 2.4360
14495 0.78081E-001 2.4527 0.14334 2.4581
14496 0.79051E-001 2.4748 0.14501 2.4803
14497 0.85079E-001 2.5019 0.13599 2.5070
14498 0.78853E-001 2.3697 0.12593 2.3744
14499 0.79856E-001 2.3915 0.12757 2.3962
14500 0.80878E-001 2.4134 0.12922 2.4182
14501 0.81927E-001 2.4354 0.13088 2.4403
14502 0.82989E-001 2.4576 0.13256 2.4625
14503 0.84055E-001 2.4798 0.13426 2.4848
14504 0.88575E-001 2.5181 0.12219 2.5226
14505 0.86636E-001 2.5057 0.12865 2.5105
14506 0.87527E-001 2.5092 0.12438 2.5138
14507 0.88147E-001 2.5130 0.12224 2.5175
14508 0.83054E-001 2.3885 0.11144 2.3925
14509 0.83971E-001 2.4100 0.11321 2.4141
14510 0.84891E-001 2.4315 0.11499 2.4357
14511 0.85815E-001 2.4531 0.11678 2.4574
14512 0.86738E-001 2.4747 0.11858 2.4791
14513 0.87659E-001 2.4964 0.12038 2.5008
14514 0.80430E-001 2.3728 0.11949 2.3772
14515 0.81490E-001 2.3769 0.11533 2.3811
14516 0.82200E-001 2.3803 0.11270 2.3844
14517 0.82735E-001 2.3844 0.11141 2.3884
14518 0.81306E-001 2.3936 0.12132 2.3981
14519 0.85646E-001 2.4834 0.12672 2.4881
14520 0.84679E-001 2.4615 0.12483 2.4661
14521 0.83754E-001 2.4397 0.12284 2.4443
14522 0.83642E-001 2.4060 0.11323 2.4101
14523 0.84534E-001 2.4274 0.11505 2.4315
14524 0.85432E-001 2.4486 0.11683 2.4529
14525 0.86338E-001 2.4701 0.11864 2.4744
14526 0.87238E-001 2.4915 0.12044 2.4959
14527 0.86576E-001 2.4873 0.12252 2.4919
14528 0.82340E-001 2.3967 0.11693 2.4010
14529 0.83102E-001 2.4024 0.11468 2.4065
14530 0.83895E-001 2.4232 0.11686 2.4275
14531 0.84767E-001 2.4442 0.11872 2.4485
14532 0.85653E-001 2.4657 0.12067 2.4701
14533 0.82838E-001 2.4177 0.12080 2.4221
14534 0.86642E-001 2.5355 0.13414 2.5405
14535 0.88398E-001 2.5228 0.12386 2.5273
14536 0.87968E-001 2.5269 0.12655 2.5316
14537 0.87406E-001 2.5308 0.13001 2.5357
14538 0.81215E-001 2.4057 0.12268 2.4102
14539 0.82114E-001 2.4272 0.12457 2.4318
14540 0.83016E-001 2.4488 0.12647 2.4534
14541 0.83925E-001 2.4704 0.12838 2.4751
14542 0.84836E-001 2.4920 0.13029 2.4969
14543 0.85746E-001 2.5137 0.13221 2.5187
14544 0.82906E-001 2.3930 0.11300 2.3971
14545 0.82501E-001 2.3972 0.11553 2.4014
14546 0.81953E-001 2.4012 0.11879 2.4055
14547 0.83816E-001 2.4145 0.11479 2.4187
14548 0.83419E-001 2.4186 0.11734 2.4229
14549 0.82866E-001 2.4226 0.12064 2.4270
14550 0.84731E-001 2.4360 0.11658 2.4403
14551 0.84336E-001 2.4401 0.11916 2.4445
14552 0.83783E-001 2.4441 0.12250 2.4486
14553 0.85650E-001 2.4576 0.11839 2.4619
14554 0.85253E-001 2.4617 0.12100 2.4661
14555 0.84698E-001 2.4657 0.12436 2.4703
14556 0.86569E-001 2.4792 0.12020 2.4837
14557 0.86169E-001 2.4833 0.12284 2.4878
14558 0.85612E-001 2.4874 0.12624 2.4920
14559 0.87487E-001 2.5009 0.12203 2.5054
14560 0.87078E-001 2.5050 0.12469 2.5096
14561 0.86519E-001 2.5090 0.12812 2.5138
14562 0.84167E-001 2.5473 0.14467 2.5528
14563 0.85470E-001 2.5413 0.13921 2.5466
14564 0.78637E-001 2.4176 0.13366 2.4225
14565 0.79530E-001 2.4391 0.13548 2.4441
14566 0.80428E-001 2.4606 0.13730 2.4658
14567 0.81341E-001 2.4823 0.13912 2.4875
14568 0.82282E-001 2.5040 0.14096 2.5093
14569 0.83235E-001 2.5257 0.14281 2.5311
14570 0.80004E-001 2.4116 0.12795 2.4163
14571 0.80899E-001 2.4331 0.12981 2.4379
14572 0.81802E-001 2.4547 0.13167 2.4596
14573 0.82716E-001 2.4763 0.13354 2.4813
